beatmap_id,rhythm_complexity
3338851,8.472993188
2444332,8.472933938
2135427,8.464324849
1782568,8.457326236
2507132,8.437160503
2051306,8.431467967
1989991,8.42507886
1782570,8.423038873
2657705,8.418663533
2668953,8.399540703
3385161,8.393957827
3810991,8.387688658
2741605,8.367825684
2754917,8.342893947
3087082,8.337106702
3366906,8.334858547
1847155,8.333597084
2839504,8.327383607
1513541,8.323884481
3007225,8.292187822
2834500,8.269563919
3472056,8.256403851
1869619,8.235896212
2942252,8.235849157
2935874,8.226024948
3513315,8.18416176
3141505,8.173643147
910817,8.164960431
2551517,8.152235073
2933892,8.146653995
3045507,8.137207003
1258910,8.13521925
1863985,8.125885677
2496720,8.121274857
2718124,8.120929734
2779993,8.107621964
2123262,8.0915774
2880470,8.085255437
2898085,8.084990909
3527473,8.072288743
2849167,8.071468188
2882501,8.066786104
2478408,8.054248228
3497731,8.053198676
1804688,8.052781643
2868674,8.043516738
2986664,8.025286164
1784666,8.021517657
3152082,8.017475783
1939645,8.015921345
3007522,7.998829079
2577747,7.993888679
2421233,7.990243717
3022593,7.986679729
1669805,7.980154831
2991175,7.979396732
2831037,7.974308081
2259356,7.971638353
2753127,7.963260888
3236278,7.961520436
910819,7.953491365
3697747,7.951613758
2777517,7.944702134
3503743,7.930270568
2093687,7.926842224
1726326,7.924160388
548885,7.90956082
3843161,7.89965969
3177022,7.888849896
2373738,7.884425314
3492017,7.884185612
3513306,7.88203395
2870806,7.881083993
1681558,7.878656967
1900116,7.854722984
2374098,7.854410576
3508347,7.848520503
2540771,7.842395186
3243714,7.840460171
1602801,7.836562025
1679794,7.83415427
2219880,7.820523826
2205657,7.820521547
3836484,7.819361233
3217666,7.80883822
3829812,7.808497481
1981517,7.792511176
2643112,7.76720993
3587859,7.756362171
2995539,7.755732053
2259358,7.752508318
2880284,7.72271906
2651794,7.722349718
3899910,7.719077707
2898086,7.711620432
2258374,7.711201951
1979462,7.704245185
1809911,7.700402104
649372,7.696745692
1392007,7.690204207
2366602,7.682495701
2514909,7.676096232
2640648,7.653311125
2395933,7.649646463
2457803,7.647497477
3334375,7.644863674
3270303,7.637211767
3418836,7.636207836
1932396,7.634038441
3455987,7.632681558
3156528,7.630562101
2985934,7.619914653
3380480,7.617598418
3502986,7.610851283
1912049,7.590531585
3387976,7.588830635
3917518,7.587040555
1781960,7.581335132
1258911,7.579723564
2142341,7.57730267
2902589,7.575192306
3249334,7.574297773
2506628,7.573664413
3289033,7.571693206
3277598,7.568468823
1706796,7.568458573
2038619,7.567719453
3756074,7.564394754
2442119,7.564371301
3299362,7.55154267
2965759,7.549726558
2779605,7.538304776
3553145,7.536609617
1939646,7.533195449
2460913,7.531588322
2996741,7.524012525
2857645,7.523556518
3338221,7.516694438
1741300,7.514225225
1882559,7.489354425
3085497,7.486262937
1826120,7.485537384
2771171,7.484164769
2260983,7.48288563
2061815,7.458604001
2002342,7.453717026
1912048,7.453091209
732245,7.444412202
1837350,7.441790249
2543300,7.440877594
3845099,7.436254695
2271666,7.432322574
3131255,7.425504651
2647048,7.424147999
3003163,7.423833665
3588149,7.421753743
2942251,7.419256409
3588981,7.412200225
2395125,7.409389135
2420768,7.404580907
970190,7.401303554
734524,7.400058775
3398404,7.392047926
1980295,7.390080669
2926947,7.389335324
1382059,7.388520349
490367,7.380188695
1881628,7.374406151
2300516,7.372500642
1260218,7.372418671
3604692,7.367352009
2561965,7.365584247
3385003,7.361787823
3088664,7.35930544
2113754,7.354418059
2036687,7.354180209
1425727,7.353060698
1573999,7.347555914
2209963,7.346179543
3457777,7.3433636
3591406,7.340623461
2687030,7.323486528
1776645,7.322702037
3400087,7.319412872
2815425,7.318399551
3447768,7.316205513
3872812,7.315161434
3014569,7.309574045
3395093,7.305757641
2953703,7.304992292
2011456,7.304120343
1582806,7.30151202
1688392,7.30138069
3706733,7.300111115
3700598,7.297937649
3799110,7.294261106
2708997,7.290471745
1864662,7.28923952
2696084,7.28485071
1859742,7.283612908
2676854,7.280317175
908093,7.272292032
2207682,7.267363507
1859132,7.250867663
3573970,7.246699358
1101215,7.246257896
2299818,7.242774494
1626968,7.24265574
1781059,7.242601981
2843695,7.235575323
3648348,7.226680188
3573455,7.224124454
1846898,7.221899391
1405312,7.213694039
2958501,7.20397876
3172579,7.196934146
2651816,7.196144322
2259355,7.195217127
3602615,7.182492759
2740912,7.171874569
3493929,7.170755257
712015,7.170486192
2337532,7.170424534
1209382,7.167653036
2259415,7.161491119
3075341,7.161160199
3510579,7.156189587
857624,7.151877543
1837462,7.150921752
3490850,7.15036643
3606351,7.150164645
2169726,7.145709964
3267248,7.138974609
3836325,7.138872063
2572107,7.136856124
1172819,7.136693862
3431235,7.122578052
1623883,7.120167168
2209569,7.118454322
2226504,7.116329661
3364707,7.11328241
1952294,7.112105798
2827315,7.110278133
2129097,7.108397931
2471019,7.107381027
1985430,7.105142528
2892764,7.100508583
3364545,7.097003492
1814067,7.096143411
3710955,7.096058662
2302022,7.093011515
2812977,7.091710686
3635192,7.089561409
2037288,7.089229815
3346789,7.088400026
3170206,7.087386687
3544726,7.08703574
2128708,7.085046298
1983047,7.078960906
3382074,7.076167353
3528818,7.074948349
3862068,7.074453534
3617433,7.073932762
1103330,7.073789387
3309764,7.071118074
1984565,7.069742724
2811326,7.063713814
2775170,7.059276625
3036752,7.050478894
3195697,7.044979834
1848022,7.044466998
2136883,7.04306836
2633674,7.040248313
3882595,7.036937829
1937979,7.034631405
1853553,7.032724292
2533711,7.026329346
1856860,7.026094616
896430,7.025368178
3384447,7.025250787
1398809,7.014518485
978407,7.012779493
1908487,7.012775567
3324262,7.012175559
1809850,7.01139009
1583060,7.011237017
3318983,7.009589226
2586420,7.00513709
2671949,7.004122861
3452317,7.002310299
2153739,6.996086943
2502889,6.995592515
3002999,6.994037791
2238951,6.99365029
2131105,6.992750791
2696974,6.987949667
1087428,6.985760386
1494335,6.985757105
2895528,6.982924061
2735552,6.982747355
3644896,6.981910974
3406997,6.980728612
1858518,6.973237694
2149792,6.971056526
3612539,6.970620939
3081825,6.967943259
3232595,6.966004167
3414024,6.965835827
3107406,6.963503608
803418,6.96328798
2409755,6.961826339
3785207,6.958550848
2782643,6.957906041
2578746,6.953535878
2349102,6.951862186
2568291,6.950483214
3171554,6.948862171
2329584,6.947483213
1253093,6.943740334
1910987,6.942441911
1465195,6.93929849
3205644,6.938871433
1939630,6.931837204
2652498,6.927014444
3544796,6.924276292
1569768,6.921946542
1695068,6.91255928
3495841,6.904930887
2195031,6.900633785
3367543,6.90030786
490679,6.900288214
1679788,6.898189623
1437384,6.896033907
3320703,6.891710651
2234808,6.890389888
3308439,6.886929732
3101207,6.884516381
2506621,6.884457178
1838624,6.882837455
1435943,6.880558609
2368752,6.869611279
1939647,6.868481852
3614024,6.86594543
2258925,6.865733276
2560354,6.863588846
2929650,6.862469898
1863962,6.854343437
1622359,6.853463397
2613076,6.848530728
2085629,6.847978858
930366,6.835910323
2628926,6.835658304
2277236,6.834104002
3257369,6.829700652
964504,6.828415476
2778366,6.828331188
2246356,6.824671971
1939629,6.823355615
2996105,6.813891941
2969097,6.808797975
2651853,6.8066984
3675104,6.804578126
1249833,6.804059879
1382058,6.803864111
814615,6.803674028
3484974,6.801193775
3125911,6.800574235
3595454,6.799701214
3398294,6.799417336
2753523,6.798376494
793257,6.795080518
2744506,6.793474658
2766527,6.793389597
3074959,6.789544938
2844963,6.789084456
1346976,6.785825071
1475504,6.783009112
2699862,6.78270228
2854062,6.782479938
1492544,6.781285734
3157908,6.780682377
2254603,6.778153369
1506395,6.775333873
1565265,6.775172182
2463985,6.769528154
521280,6.768920729
3707131,6.76596643
2275958,6.758484784
2973666,6.757128912
1917013,6.756679297
3039358,6.753280029
2203442,6.746888178
3123451,6.746217972
938481,6.740791695
2022477,6.740218796
3200740,6.739037899
2096920,6.738384133
1623299,6.735565808
2901508,6.735168658
2054194,6.732035372
3557474,6.728834736
3417726,6.728191523
2135438,6.727747748
2671858,6.726365813
1975001,6.724846448
2516970,6.723702638
3274710,6.716779554
3407177,6.715229826
2627629,6.714519819
2227244,6.710499015
2419515,6.709825451
2368664,6.708262322
3612215,6.707411322
3418835,6.706766689
1632337,6.705035196
3506747,6.70452748
3455084,6.699671852
3646009,6.699290077
3894199,6.698131874
2737086,6.696938199
2480790,6.696570805
3367542,6.694236921
1936561,6.689240639
3102501,6.686768907
905661,6.686551942
3220292,6.683768559
2745957,6.675650978
2085630,6.674008549
3161488,6.672885037
3257371,6.672591538
2624070,6.671638511
2839658,6.669210432
3848198,6.665981188
3267349,6.665258052
3125910,6.66405463
2173113,6.663028024
1849703,6.662886959
3041876,6.660081688
3187928,6.659822929
1945547,6.659607933
1837461,6.659481298
3377399,6.659111404
1809913,6.658849541
897870,6.658515451
1779838,6.657911415
2229381,6.657439389
1619796,6.656643547
3336632,6.656450796
3323710,6.65544839
2365948,6.655100115
2598927,6.651534636
2129676,6.643998942
1927665,6.642455771
3778935,6.641951625
3076104,6.640801166
1401231,6.640686299
823507,6.639958382
3166883,6.633566046
2457697,6.632761834
3036790,6.63245499
1685817,6.6293058
2997132,6.626389462
1831292,6.624299966
3300420,6.623804598
3443974,6.621619383
3117250,6.619471807
3404946,6.617087186
2224271,6.61384784
1839379,6.610771191
3152012,6.608823269
564188,6.600142188
1710848,6.599542516
2814171,6.596944743
1610024,6.594596291
2521314,6.594229087
2449729,6.593333749
2659837,6.592614736
2358975,6.587646057
1574003,6.584784803
3075338,6.583876309
2421999,6.582729031
1929609,6.582032679
2430086,6.581122961
2455742,6.579639649
775575,6.578312419
3099245,6.577189388
3838743,6.575709881
2651818,6.575127451
2106719,6.573767621
2234942,6.571688223
3064148,6.571192034
3047440,6.570712765
1593690,6.5702348
2015469,6.567536396
3104291,6.566373387
1989147,6.562063967
3323667,6.559185418
2565268,6.557274345
1697752,6.556860845
1803653,6.555217743
2506180,6.554324582
1232328,6.55404869
1734154,6.55325426
2328433,6.552036081
3617556,6.551994756
2619225,6.550751796
2049842,6.550682677
1632733,6.546289106
2112385,6.543429394
1661565,6.535475567
3531367,6.534319098
2209920,6.531964554
1219193,6.528929382
2088201,6.528591645
734392,6.527905268
2887833,6.525171997
1252869,6.523544332
2314164,6.519715857
1726617,6.515489147
1413068,6.512337964
3190689,6.511128908
1783196,6.509326549
2392498,6.507084143
1346941,6.506357059
3634667,6.5029522
3552924,6.502526084
3667382,6.502371622
3257370,6.500775131
2040552,6.500613
2718259,6.500288827
3624615,6.49945216
3626627,6.492483567
1809909,6.492124238
2847694,6.490174142
2565270,6.486746449
3634084,6.485139246
3648062,6.485066636
1777457,6.48432844
2463770,6.480172628
2514370,6.479940871
3406394,6.478473833
1370595,6.476113025
1567885,6.475770142
2899384,6.474611036
2438537,6.474353261
3816937,6.473569117
2863524,6.473402774
2219332,6.47225827
967561,6.468851101
2584902,6.46461677
1948688,6.462755789
2132928,6.46197674
2814172,6.460828474
2787838,6.460521781
2779992,6.460018116
802251,6.458980803
1927666,6.457303545
2226072,6.45434326
1991555,6.454004125
2585550,6.453625746
3243457,6.451113591
3291445,6.45108535
2656852,6.446845039
3696402,6.446037629
2133070,6.440507006
2511210,6.435915583
3113527,6.43498738
2404675,6.432584469
3158738,6.431998241
1782569,6.431915599
1848018,6.430563679
2868389,6.429270928
2480789,6.429235658
2501781,6.429194654
2082203,6.429170131
2953702,6.429086653
1679789,6.426442463
2788260,6.425752855
3846381,6.425649987
1720401,6.425504679
1556971,6.42510228
1802209,6.422522773
2054205,6.420274697
2202563,6.418353646
525849,6.417092793
3577819,6.416918982
3153085,6.41673472
3027692,6.415042495
2054201,6.411465584
2444513,6.411346039
3330967,6.410698814
1843242,6.410599252
3444743,6.409371325
3171555,6.409169822
1817927,6.403597561
2722432,6.402758372
2484170,6.402079318
1959911,6.400279122
1677433,6.399524087
1605412,6.395351766
1520611,6.394801814
3687828,6.394613922
3649317,6.392648372
2167203,6.392577546
1321943,6.392544721
2457121,6.391902822
2415479,6.391453514
2054191,6.386752726
2200017,6.386176291
2986208,6.382727037
2880023,6.377244476
3074958,6.377107955
2086279,6.375361269
716268,6.369456243
1988466,6.368490741
2557132,6.368036065
2312574,6.36711723
3604421,6.366331954
1073422,6.36561074
2845557,6.365439713
2223114,6.365092465
3236326,6.362704224
2009327,6.361643943
3595758,6.358957772
1468910,6.354469597
3431701,6.354253376
2686391,6.352572494
3019887,6.35184149
1816793,6.351228134
3316580,6.351051057
2645395,6.351018507
2790639,6.349774104
3713651,6.349037023
3767159,6.348248316
2721515,6.345480939
2391657,6.345012169
3423825,6.344910549
590845,6.342208548
1899815,6.340594787
3318980,6.339898986
1915064,6.339849168
2365029,6.338286999
3328315,6.337557538
2096921,6.337245252
3471275,6.334324959
3128396,6.33317746
2719430,6.332320837
1864720,6.331763763
2565590,6.331570706
2133314,6.330861974
856743,6.330246448
2279226,6.329756872
770285,6.328801129
2551546,6.327312931
2970576,6.325678753
2141048,6.324062401
1863342,6.322488428
716271,6.321698335
3116629,6.320901542
2752863,6.318292423
2584865,6.318160994
2875795,6.317509657
3458311,6.31568533
2141049,6.314202487
3555296,6.313777183
2585811,6.31349076
3313177,6.3108107
1879796,6.309592335
2019743,6.308081797
2833298,6.306876219
2389656,6.30666282
3524865,6.30168629
2148471,6.300774719
2832913,6.299819845
3125908,6.297886572
1840498,6.297670456
3370157,6.296588951
2387556,6.294493152
1231134,6.289100089
2160546,6.28464731
2062913,6.283949969
1697753,6.283494514
3467317,6.28192871
2629398,6.271452305
2643788,6.269986237
3057318,6.269706911
3208192,6.267568204
3154824,6.266003912
3876172,6.265128287
2227243,6.264740897
1775561,6.260330268
2631202,6.26006192
2646589,6.259204071
2523637,6.258454153
3555173,6.25842928
1720802,6.256956023
1682831,6.255988166
3845952,6.254496323
3437760,6.25392899
2769504,6.2532855
1000075,6.249827616
2220871,6.247903435
1080848,6.247866825
903522,6.247359873
2169268,6.247197765
1861211,6.246895225
2923999,6.246497874
3505535,6.245121319
2232199,6.241878208
3050698,6.241859752
3612153,6.23634765
2721647,6.235469205
3087084,6.23528367
3550339,6.235034375
3613815,6.234481079
1679799,6.233443676
2733933,6.23127813
716972,6.231053357
2384149,6.230734237
3062351,6.226988108
3054812,6.226238294
3573117,6.225625971
1604699,6.225200598
2419181,6.224957081
2123415,6.224676381
3545949,6.223964498
1232467,6.223289544
3834498,6.22113164
3305684,6.219393431
3148594,6.216072546
2033765,6.214657685
3445270,6.214543626
1345677,6.214320601
1573997,6.212216405
1682830,6.211550422
2329586,6.210231065
526967,6.202749805
3560727,6.200743241
2484271,6.198846104
3179665,6.198051124
1709046,6.197920791
3731216,6.197859327
3890723,6.196925796
902947,6.196295083
2882334,6.196210263
923589,6.194949815
1932099,6.194666097
2994071,6.193473762
2136884,6.192858666
1508788,6.191606431
3024913,6.190760891
2460260,6.190645605
3651716,6.190518998
3482387,6.190000158
2633634,6.188537673
2982943,6.186988718
2340047,6.186685585
2851520,6.185380623
2620663,6.184135639
2514910,6.182076139
2997193,6.18072261
3286450,6.180395062
1840736,6.179154182
1650684,6.176197533
2758562,6.175891197
3821936,6.17474397
3545530,6.17319132
2929651,6.170505874
3483581,6.168651655
1564803,6.166237319
3776379,6.165099457
3409877,6.164175234
2353374,6.162223011
1627635,6.161482726
2929652,6.160856025
718548,6.160353882
2115738,6.158754129
3116701,6.15810637
744672,6.157564559
1785104,6.157562316
3361531,6.15385252
3039951,6.153464997
1750572,6.151524152
3323278,6.149642975
2176591,6.149145169
3069191,6.146906367
1632051,6.145768756
817626,6.145164
3577628,6.144426562
2551516,6.143950062
2955634,6.14250057
1580739,6.140670831
2418496,6.137095746
2506629,6.135688426
2933400,6.135388704
1346978,6.135157787
3536504,6.13510507
1491660,6.134307919
1294882,6.13215774
1730172,6.131912322
3132748,6.131660512
3103617,6.126886811
1277593,6.126533708
2264555,6.124372722
1958263,6.121590656
3064155,6.120497071
3529412,6.11984788
3503760,6.1180454
3378159,6.116782243
3248247,6.115963237
3366724,6.11257851
3411090,6.112180816
3583774,6.110818477
1208035,6.10806789
2972901,6.106201592
3478294,6.105877075
1619333,6.105275756
2207749,6.104974714
1436235,6.102929763
1882558,6.102003712
2263560,6.10132487
3454018,6.101186985
2016168,6.101084696
2976351,6.099768364
2373656,6.09859667
3490172,6.098331327
2898442,6.094598916
2820800,6.093433607
2035779,6.092788385
779964,6.092063372
2006097,6.091218457
2635742,6.089693641
2849415,6.088588064
3896623,6.088482839
2557134,6.088470488
3534996,6.086750386
2719425,6.085786433
1677429,6.080565224
2778113,6.079242711
2329696,6.077408171
2255982,6.077105442
2042325,6.075760808
3133281,6.07439135
1359720,6.071642954
756249,6.071272622
1277594,6.071119464
1780740,6.070840858
2420828,6.070051873
3426725,6.070045463
2941918,6.06932986
1944412,6.068457677
3267740,6.066934655
3264665,6.066438789
3572265,6.066062188
2021990,6.065896397
2251649,6.064655739
1696207,6.062756914
2201972,6.059273943
1519885,6.057394139
2995538,6.053631686
1716034,6.053249431
3612214,6.050833247
3583773,6.050790746
1564457,6.050347583
1744514,6.049646874
1513543,6.047260335
2078042,6.046587262
1500101,6.045431222
2218609,6.044445265
2207125,6.043801898
2324224,6.042968696
2054198,6.041140735
2399062,6.040625427
2620077,6.039893002
1932023,6.038078643
2631145,6.036840336
2060873,6.036290968
3230066,6.035620495
2217244,6.035438495
2258472,6.034373301
2430978,6.032814536
2835408,6.031380612
1799876,6.02931072
3596125,6.027115832
1260329,6.027093049
678106,6.025485152
2023996,6.024882804
2296022,6.023306428
1569585,6.022614545
2256051,6.022142521
3561488,6.020697066
1930104,6.018050377
3810430,6.017485476
3654496,6.012341211
3267227,6.009231211
952787,6.009208009
2822369,6.009042132
3792133,6.006875732
2898392,6.004700449
1760861,6.002880697
2129555,6.001350596
2328043,6.001280677
1018938,5.998627873
2036667,5.998409149
3565102,5.997235003
1988575,5.99656223
1863199,5.994514445
1356825,5.991527332
786021,5.991155716
2436954,5.991069916
2809534,5.989554567
2516163,5.988924972
1559617,5.988674511
3304638,5.988499729
3528814,5.987046797
1618950,5.985677855
2300558,5.985039058
3840298,5.983132975
2904324,5.982076822
1551718,5.981230069
2682719,5.980960151
3135149,5.980517299
493332,5.980441209
3848491,5.97985465
1847154,5.979741468
964618,5.979661508
2053065,5.978508202
1205981,5.978271193
2110306,5.977802473
2365667,5.97428242
2145491,5.972449915
1679782,5.971732132
1588687,5.970434981
2797992,5.967955781
789752,5.967833958
3607511,5.965641987
2847746,5.965041415
1491270,5.964459601
2654506,5.962658969
2035096,5.961781079
1213579,5.960437801
2337035,5.959741486
2576252,5.959624641
3103580,5.959276509
2797443,5.958306471
3406918,5.957873467
2097809,5.957823657
1656881,5.957281766
1461203,5.955573017
2586715,5.95552756
3334178,5.955464897
1582598,5.954063534
2830281,5.9534951
3257641,5.951165321
2441293,5.949302572
3228566,5.947308535
547566,5.94690846
1696136,5.945277717
2992174,5.944680688
3851000,5.943459623
1826668,5.942832343
3321937,5.942136513
2794904,5.94148736
2221493,5.94058685
3021082,5.940381252
3132160,5.938754718
722587,5.938090272
1258366,5.937604592
2630984,5.936876871
1560189,5.936598437
3320802,5.935743871
1345670,5.935470963
2276455,5.934896133
2514911,5.933960627
827834,5.933247868
3529794,5.933053214
1992567,5.932446186
2233908,5.931938305
2967480,5.930580948
3857240,5.93040344
2596270,5.930104792
3600798,5.927597559
3421429,5.926283429
489444,5.925852296
1922293,5.924383571
2054877,5.923266494
3607872,5.923166407
711923,5.922665491
3253646,5.922383815
3661436,5.921668607
3223628,5.920968249
1712876,5.918705914
2011173,5.917533133
2471823,5.916765507
2006067,5.914870636
1801303,5.914395359
2719431,5.914224512
2513571,5.913893835
2650764,5.912611745
3698751,5.911191335
3259473,5.91112885
2638692,5.910144344
1722407,5.910101648
2409636,5.908927171
3633025,5.907999205
2708983,5.906779094
2822602,5.906644129
1939270,5.90650142
3324263,5.904340106
1630244,5.902967498
3479345,5.902711952
3317976,5.901581527
3315708,5.901472705
3488505,5.901241584
3675153,5.901146051
967571,5.900674235
958537,5.899682982
3614900,5.898301632
2382427,5.89701711
2830561,5.896544106
2880092,5.895576719
1573998,5.895187192
3355391,5.894636955
1131425,5.89355112
3107392,5.893402075
582773,5.893386345
2885483,5.89314518
1001757,5.89306868
3063370,5.892726779
2952502,5.891716002
1682946,5.89147197
2015159,5.890926846
2223706,5.889787881
3426304,5.88957
2998444,5.889568725
1679023,5.888459731
3004854,5.887263058
3582103,5.887032968
1773387,5.886722708
2330808,5.886300405
3423827,5.885305465
2968616,5.884835671
3552999,5.884470892
3030766,5.880263575
1401230,5.880146186
3562084,5.879231813
3605782,5.878817336
2359941,5.878452687
3356571,5.876632619
967558,5.875489714
1411708,5.874305397
2081848,5.874005538
3038062,5.872169469
628369,5.87204671
2757758,5.87144785
2028582,5.871247367
3169568,5.86978902
3495348,5.869390149
1501410,5.868156653
1583059,5.867768976
2483741,5.867616477
3440780,5.867601942
3299160,5.867287142
2182118,5.867227375
1776083,5.866641544
3028781,5.865866733
3123098,5.865477473
1734014,5.86461255
3036753,5.862950469
1258912,5.86099248
3520227,5.858705806
3863676,5.858676924
2794653,5.857928364
1512691,5.85734829
2184669,5.857285929
2683455,5.857151212
2474770,5.856739649
3781571,5.855302754
1473252,5.855236508
1149464,5.854517616
3425160,5.85216002
2458359,5.851621174
1721698,5.850030891
2776196,5.849255596
3311490,5.848458545
2823535,5.846832532
2983635,5.846811776
2722429,5.846088103
3406585,5.844842654
2565267,5.844661867
2510846,5.844045563
3213042,5.843688719
1543757,5.84366789
3270162,5.842894774
1939838,5.841334468
2801406,5.840015283
3503624,5.839071936
1562547,5.838843056
1119398,5.83870108
2262538,5.838501216
2131544,5.838269695
3893986,5.837719638
2027309,5.837156021
2586171,5.837062911
2572382,5.836380657
2391055,5.836260723
936768,5.835935687
2691818,5.835416322
2710278,5.835342186
3296265,5.834368044
3459770,5.832756406
3248876,5.831705322
3569414,5.831025314
3346728,5.830123758
3634614,5.82992749
3153084,5.829868594
3907769,5.828687296
2541431,5.828447221
1711940,5.822960865
1946200,5.82192384
1826150,5.821767915
2976350,5.820757416
2670869,5.820039228
501292,5.819740168
671117,5.818935491
1980651,5.817985851
2851521,5.816527393
1608086,5.815581467
3023414,5.810370162
2992943,5.809608793
1302881,5.809593192
1940875,5.807123063
3099167,5.805676974
2371698,5.805582574
495530,5.805380612
521111,5.804558522
2811132,5.803937815
2680273,5.802590735
2676581,5.801681513
2824904,5.801675531
2615622,5.798670728
1985946,5.798473749
801086,5.797393514
1232466,5.797318308
2848365,5.797235039
2250658,5.796769741
2426870,5.793748191
3528813,5.793728315
1544182,5.790967036
494847,5.790610569
1775315,5.790372623
2180986,5.789885365
2486052,5.789814595
3354256,5.789776654
2640981,5.788598447
3504849,5.788311485
2187979,5.78818011
774514,5.78695972
2895460,5.786736006
3282697,5.785088004
1405185,5.784685531
3220424,5.784002768
3605783,5.782032916
3195549,5.781174551
1156380,5.778039473
3912911,5.775281671
2557131,5.775107664
1246449,5.775004166
3159069,5.774530893
1557933,5.774105883
1715819,5.773897559
1319345,5.773453069
1565588,5.773197314
1926331,5.773048974
3598607,5.772277111
3138415,5.772091861
2726808,5.771134757
1826136,5.77095403
1720585,5.770483308
2300439,5.770293304
1734013,5.769529829
2376642,5.768925032
3769579,5.768035058
3539717,5.766251039
3408849,5.766023456
3071477,5.765942964
2373741,5.765625206
2141710,5.764562396
2932798,5.764420889
2034862,5.762794714
3129805,5.762755808
1605510,5.761920158
1566216,5.761713962
2909358,5.761437807
3183708,5.761312148
1346979,5.761074775
2336659,5.760273655
3887636,5.757028454
855627,5.75698367
3089701,5.75683401
3020100,5.75520056
3224971,5.753589638
1705675,5.752289523
3466157,5.752123624
2361457,5.75130191
2471089,5.751124514
3398915,5.747767662
1509637,5.745307694
2665472,5.745127995
1826135,5.744899224
1384738,5.744245789
3776382,5.743931647
2915338,5.742813741
2477449,5.740508973
2813346,5.73975963
2577893,5.739653875
3549813,5.739353703
2221510,5.739335217
2431787,5.739215397
539936,5.738515112
2404833,5.73834874
1454085,5.736558021
1938201,5.735044105
1734012,5.734909458
2757086,5.73435547
2061097,5.733837934
1714451,5.733821431
