4502,iNiS-style
4517,visually dense
4517,iNiS-style
4518,visually dense
4518,iNiS-style
4519,visually dense
4519,iNiS-style
4520,iNiS-style
4563,grid snap
4564,grid snap
4565,grid snap
4566,grid snap
4566,finger control
4630,grid snap
4635,grid snap
4635,finger control
4672,simple
4672,grid snap
4690,progression
4702,grid snap
4703,grid snap
4704,precision
4704,slidershapes
4726,grid snap
4741,grid snap
4741,hexgrid
4741,jump aim
4742,grid snap
4742,hexgrid
4742,jump aim
4788,repetition
4788,playfield usage
4946,grid snap
5061,difficulty spike
5161,grid snap
5161,linear aim
5161,flow aim
5168,grid snap
5169,grid snap
5186,grid snap
5248,repetition
5248,iNiS-style
5249,symmetrical
5249,repetition
5249,iNiS-style
5250,grid snap
5250,repetition
5251,grid snap
5251,repetition
5251,iNiS-style
5259,grid snap
5331,visually dense
5377,grid snap
5377,improvisation
5377,linear aim
5377,bursts
5412,grid snap
5412,progression
5412,finger control
5413,grid snap
5413,finger control
5413,circle only
5480,simple
5481,simple
5482,simple
5567,difficulty spike
5615,grid snap
5615,aim control
5634,repetition
5634,iNiS-style
5635,simple
5635,repetition
5635,iNiS-style
5637,simple
5637,grid snap
5637,distance snapped
5638,grid snap
5639,grid snap
5680,keysounds
5889,simple
5889,iNiS-style
5890,simple
5890,finger control
5899,grid snap
5899,slidershapes
5900,grid snap
5900,slidershapes
5901,grid snap
5901,difficulty spike
5907,simple
5907,clean
5909,simple
5909,clean
5957,repetition
6013,grid snap
6013,bursts
6096,slidershapes
6097,visually dense
6097,overlap reading
6097,precision
6097,slidershapes
6199,iNiS-style
6200,iNiS-style
6244,simple
6244,linear aim
6538,grid snap
6538,linear aim
6538,bursts
6587,simple
6587,repetition
6587,iNiS-style
6588,simple
6588,repetition
6589,simple
6589,repetition
6590,simple
6590,repetition
6875,repetition
6902,distance snapped
6903,distance snapped
6928,simple
6929,grid snap
6930,simple
6930,grid snap
6930,difficulty spike
6965,geometric
6965,grid snap
6966,grid snap
6967,grid snap
6967,linear aim
6967,distance snapped
6969,difficulty spike
7037,grid snap
7038,difficulty spike
7158,iNiS-style
7159,iNiS-style
7160,iNiS-style
7161,iNiS-style
7161,keysounds
7475,simple
7475,grid snap
7572,repetition
7572,iNiS-style
7573,repetition
7573,iNiS-style
7574,repetition
7574,iNiS-style
7575,repetition
7575,iNiS-style
7609,geometric
7609,grid snap
7609,slidershapes
7714,grid snap
7714,repetition
7715,grid snap
7715,repetition
7716,grid snap
7716,repetition
7717,grid snap
7717,repetition
7717,bursts
7878,grid snap
7878,repetition
7879,grid snap
7879,wide aim
7879,linear aim
7900,grid snap
7901,simple
7901,grid snap
7952,grid snap
7958,repetition
7959,repetition
7959,finger control
7961,grid snap
8170,freeform
8170,improvisation
8240,grid snap
8240,symmetrical
8240,repetition
8241,grid snap
8241,symmetrical
8241,repetition
8242,grid snap
8242,hexgrid
8242,symmetrical
8242,repetition
8243,grid snap
8243,hexgrid
8243,symmetrical
8243,repetition
8250,symmetrical
8250,improvisation
8250,difficulty spike
8281,grid snap
8281,clean
8281,distance snapped
8282,flow aim
8282,clean
8282,distance snapped
8293,grid snap
8294,grid snap
8295,grid snap
8295,finger control
8497,simple
8497,grid snap
8498,simple
8498,grid snap
8498,linear aim
8498,precision
8498,distance snapped
8539,grid snap
8540,grid snap
8541,grid snap
8541,precision
8571,grid snap
8571,repetition
8572,grid snap
8572,repetition
8572,linear aim
8673,grid snap
8674,grid snap
8675,grid snap
8707,grid snap
8708,grid snap
8708,linear aim
8730,grid snap
8731,grid snap
8731,difficulty spike
8732,grid snap
8732,difficulty spike
8733,grid snap
8733,precision
8734,grid snap
8734,precision
9007,grid snap
9007,gungathon
9007,multi-song
9007,storyboard
9627,grid snap
9628,simple
9629,simple
9629,playfield constraint
9629,gimmick
9629,repetition
9630,simple
9630,playfield constraint
9630,gimmick
9630,repetition
9631,playfield constraint
9631,gimmick
9631,bursts
9631,precision
9631,difficulty spike
9632,grid snap
9633,grid snap
9634,grid snap
9755,2B
9803,grid snap
9803,featured artist
9804,grid snap
9804,repetition
9804,featured artist
9805,grid snap
9805,repetition
9805,precision
9805,featured artist
9806,grid snap
9806,repetition
9806,improvisation
9806,precision
9806,featured artist
9819,grid snap
9820,grid snap
9820,swing
9821,swing
9822,repetition
9823,repetition
9824,bursts
9824,distance snapped
9824,high sv
9827,improvisation
9827,precision
9827,distance snapped
9889,simple
9889,grid snap
9889,circle only
9890,circle only
9892,simple
9892,grid snap
9892,symmetrical
9892,repetition
9902,grid snap
9902,repetition
9903,grid snap
9903,repetition
9904,grid snap
9904,repetition
9904,storyboard
9909,repetition
9910,grid snap
9910,repetition
9911,grid snap
10175,grid snap
10175,symmetrical
10175,repetition
10176,grid snap
10176,symmetrical
10176,repetition
10177,grid snap
10177,symmetrical
10177,precision
10177,difficulty spike
10177,high sv
10188,grid snap
10189,grid snap
10382,grid snap
10383,grid snap
10384,grid snap
10385,grid snap
10385,ninja spinners
10386,freeform
10386,distance snapped
10386,difficulty spike
10386,ninja spinners
10460,slidershapes
10461,geometric
10462,grid snap
10462,linear aim
10462,flow aim
10463,grid snap
10463,finger control
10463,linear aim
10463,bursts
10463,precision
10818,circle only
11517,storyboard
11517,ninja spinners
11527,grid snap
11527,distance snapped
12439,iNiS-style
12440,iNiS-style
14651,grid snap
14651,ninja spinners
15358,freeform
15358,aim control
15358,difficulty spike
15796,iNiS-style
16266,grid snap
16266,overlap reading
16266,complex snap divisors
16611,grid snap
16611,hexgrid
16611,wide aim
16611,swing
16728,visually dense
16728,precision
16728,distance snapped
16728,difficulty spike
17022,symmetrical
17022,flow aim
17140,precision
17141,precision
17294,iNiS-style
17295,iNiS-style
17459,bursts
17459,difficulty spike
18100,precision
18181,symmetrical
18181,high sv
18577,repetition
18577,precision
18607,collab
18801,streams
18801,distance snapped
18951,grid snap
18951,precision
18951,variable timing
19012,grid snap
19012,aim control
19012,precision
19015,simple
19015,grid snap
19015,wide aim
19043,ninja spinners
19171,swing
19172,swing
19173,swing
19402,precision
19467,improvisation
19467,aim control
19467,overlap reading
19467,ninja spinners
19493,grid snap
19493,bursts
19513,precision
19753,gungathon
19829,slider only
19990,chaotic
19990,visually dense
19990,overlap reading
20103,iNiS-style
20305,circle only
20369,simple
20369,gimmick
20534,gungathon
20545,circle only
20674,precision
20932,simple
20932,grid snap
20932,repetition
20932,wide aim
20932,playfield usage
21010,geometric
21010,grid snap
21010,repetition
21010,bursts
21141,circle only
21234,visually dense
21422,symmetrical
21422,finger control
21577,simple
21577,grid snap
21577,hexgrid
21636,slider only
21766,symmetrical
21766,alt
21919,ninja spinners
22077,wide aim
22077,difficulty spike
22079,grid snap
22079,variable timing
22081,slider only
22167,grid snap
22167,high sv
22167,slider only
22248,grid snap
22248,linear aim
22422,grid snap
22422,linear aim
22422,flow aim
22515,variable timing
22515,storyboard
22538,progression
22538,avant-garde
22753,mapping contest
22759,hexgrid
22759,bursts
22759,visually dense
22774,simple
22774,geometric
22993,avant-garde
22993,ninja spinners
23012,download unavailable
23150,finger control
23150,variable timing
23168,symmetrical
23233,slider only
23255,geometric
23255,aim control
23255,variable timing
23262,download unavailable
23289,download unavailable
23301,grid snap
23301,slidershapes
23432,slider only
23811,iNiS-style
23962,iNiS-style
23963,iNiS-style
23965,iNiS-style
23966,iNiS-style
24023,wide aim
24023,linear aim
24023,precision
24023,collab
24106,iNiS-style
24106,port
24133,iNiS-style
24134,iNiS-style
24233,collab
24233,marathon
24428,grid snap
24428,linear aim
24428,flow aim
24428,visually dense
24492,iNiS-style
24493,iNiS-style
24557,grid snap
24557,linear aim
24557,flow aim
24600,grid snap
24722,grid snap
24722,tag
25011,chaotic
25011,grid snap
25011,high contrast
25011,improvisation
25011,flow aim
25011,bursts
25580,geometric
25580,grid snap
25580,wide aim
25580,linear aim
25795,slidershapes
25878,bursts
25878,precision
25878,distance snapped
25905,distance snapped
25958,iNiS-style
25960,iNiS-style
26014,iNiS-style
26015,iNiS-style
26017,iNiS-style
26245,download unavailable
26314,finger control
26314,bursts
26383,iNiS-style
26384,iNiS-style
26385,iNiS-style
26386,iNiS-style
26387,grid snap
26387,wide aim
26387,linear aim
26472,download unavailable
26547,variable timing
26547,storyboard
26547,iNiS-style
26548,variable timing
26548,iNiS-style
26567,iNiS-style
26568,iNiS-style
26616,grid snap
26616,finger control
26616,linear aim
26707,freeform
26707,finger control
26707,precision
26726,simple
26726,grid snap
26726,finger control
26726,linear aim
26726,distance snapped
26806,grid snap
26889,simple
26889,distance snapped
27384,repetition
27386,simple
27386,geometric
27386,symmetrical
27386,repetition
27466,geometric
27466,grid snap
27537,chaotic
27537,slider tech
27537,storyboard gimmick
27581,iNiS-style
27638,tag
27639,high sv
27737,gimmick
27737,complex sv
27737,storyboard
27737,tag
27905,grid snap
27905,linear aim
27993,geometric
27993,improvisation
27993,wide aim
27993,aim control
27993,bursts
28065,storyboard
28152,grid snap
28152,high sv
28194,grid snap
28366,grid snap
28366,finger control
28472,finger control
28783,finger control
28783,precision
28906,grid snap
28906,distance snapped
29285,iNiS-style
29288,iNiS-style
29289,iNiS-style
29447,iNiS-style
29449,iNiS-style
29524,circle only
29704,grid snap
29844,tag
29908,progression
30214,iNiS-style
30215,iNiS-style
30239,simple
30239,symmetrical
30239,clean
30261,grid snap
30261,linear aim
31238,geometric
31238,symmetrical
31238,improvisation
31238,wide aim
31238,streams
31247,iNiS-style
31248,iNiS-style
31414,symmetrical
31414,difficulty spike
31609,iNiS-style
31610,iNiS-style
31651,difficulty spike
31782,repetition
31819,finger control
31819,linear aim
31819,distance snapped
32129,iNiS-style
32130,iNiS-style
32151,chaotic
32151,grid snap
32151,bursts
32151,visually dense
32175,symmetrical
32175,repetition
32230,geometric
32230,repetition
32570,grid snap
32570,improvisation
32570,precision
32610,slider only
32801,port
33110,grid snap
33110,improvisation
33110,bursts
33363,grid snap
33363,symmetrical
33363,overlap reading
33363,collab
33504,simple
33606,grid snap
33606,linear aim
33695,sharp aim
34045,simple
34045,jump aim
34045,iNiS-style
34135,symmetrical
34135,repetition
34135,finger control
34211,grid snap
34211,streams
34211,stamina
34211,difficulty spike
34235,aspire
34622,download unavailable
34770,iNiS-style
35015,tag
35169,finger control
35169,distance snapped
35658,grid snap
35658,repetition
35658,complex sv
36017,download unavailable
36018,download unavailable
36019,download unavailable
36020,download unavailable
36160,download unavailable
36161,download unavailable
36218,gungathon
36311,download unavailable
36434,download unavailable
36547,grid snap
36547,repetition
36547,aim control
36547,collab
36547,featured artist
36658,geometric
36658,improvisation
36658,reading
36773,slider only
36800,finger control
36800,distance snapped
36953,simple
36953,geometric
36953,symmetrical
36953,repetition
37166,chaotic
37166,geometric
37166,grid snap
37166,symmetrical
37166,repetition
37166,wide aim
37166,linear aim
37195,finger control
37195,linear aim
37195,distance snapped
37572,symmetrical
37639,variable timing
37639,iNiS-style
37640,iNiS-style
37658,geometric
37860,gungathon
37860,multi-song
38007,grid snap
38007,finger control
38007,bursts
38048,storyboard
38079,collab
38166,simple
38166,distance snapped
38566,repetition
38566,iNiS-style
38800,simple
38800,geometric
38800,symmetrical
38800,repetition
39549,bursts
39653,difficulty spike
40017,aim control
40017,flow aim
40017,spaced streams
40034,bursts
40112,simple
40112,geometric
40112,grid snap
40112,distance snapped
40248,chaotic
40248,improvisation
40248,bursts
40248,difficulty spike
40531,geometric
40531,symmetrical
40531,aim control
40637,cutstreams
40674,bursts
40804,iNiS-style
40805,iNiS-style
41044,grid snap
41044,difficulty spike
41284,simple
41284,hexgrid
41284,bursts
41435,simple
41435,clean
41567,iNiS-style
42224,bursts
42767,freeform
43423,finger control
43423,bursts
43423,visually dense
43423,difficulty spike
43550,download unavailable
43569,grid snap
43569,improvisation
43740,storyboard
43740,custom skin
44325,simple
44325,geometric
44325,grid snap
44406,grid snap
44526,symmetrical
44526,repetition
44526,linear aim
44526,aim control
44526,slidershapes
44692,symmetrical
44692,jump aim
44692,wide aim
44692,bursts
44784,geometric
44784,symmetrical
44784,swing
44879,grid snap
44960,simple
44960,grid snap
44960,distance snapped
45433,sharp aim
45433,precision
45452,simple
45452,iNiS-style
45576,circle only
45604,simple
45604,geometric
45604,grid snap
45604,symmetrical
45604,distance snapped
45604,download unavailable
45604,custom skin
45607,difficulty spike
45716,iNiS-style
45757,iNiS-style
45825,iNiS-style
45923,grid snap
45923,finger control
45923,linear aim
45923,bursts
45923,difficulty spike
46107,iNiS-style
46500,grid snap
46500,finger control
46500,swing
46500,custom skin
46827,improvisation
46827,flow aim
46827,alt
46827,clean
46873,marathon
46873,storyboard
47152,simple
47152,geometric
47152,symmetrical
47152,repetition
47152,jump aim
47152,wide aim
47244,sharp aim
47328,custom skin
47359,tag
47459,simple
47459,geometric
47459,distance snapped
47462,download unavailable
47884,simple
47884,geometric
47884,distance snapped
48098,grid snap
48098,finger control
48098,linear aim
48098,aim control
48098,bursts
48098,streams
48098,distance snapped
48416,symmetrical
48416,improvisation
48416,overlap reading
48874,grid snap
48874,aim control
48874,tag
49067,wide aim
49067,flow aim
49067,distance snapped
49067,difficulty spike
49101,grid snap
49101,wide aim
49101,linear aim
49101,flow aim
49206,symmetrical
49534,distance snapped
49552,bursts
49552,visually dense
49552,difficulty spike
49610,collab
49612,finger control
49612,bursts
49612,stamina
50625,symmetrical
50625,linear aim
50625,flow aim
50712,aim control
50712,precision
50845,aim control
51071,freeform
51071,grid snap
51505,simple
51505,symmetrical
51993,download unavailable
52198,grid snap
52198,symmetrical
52275,sharp aim
52275,flow aim
52752,avant-garde
52862,simple
52862,geometric
52862,bursts
52862,distance snapped
52940,improvisation
53175,grid snap
53175,hexgrid
53175,flow aim
53554,simple
53554,repetition
53554,bursts
53554,marathon
53569,collab
53627,aim control
53627,streams
53627,variable timing
53627,storyboard
53628,collab
53628,storyboard
53733,alt
53822,grid snap
53822,wide aim
53822,linear aim
53822,flow aim
54135,mapping contest
54329,mapping contest
54332,mapping contest
54338,difficulty spike
54936,symmetrical
54936,custom skin
55437,download unavailable
55927,grid snap
55928,variable timing
55929,variable timing
56707,variable timing
56883,symmetrical
56883,repetition
56883,variable timing
56883,clean
56883,slidershapes
57259,symmetrical
57259,wide aim
57418,difficulty spike
57682,download unavailable
58063,grid snap
58063,finger control
58063,linear aim
58063,visually dense
58063,distance snapped
58064,tag
58143,progression
58527,grid snap
58527,aim control
58527,flow aim
58530,grid snap
58877,iNiS-style
58878,iNiS-style
58970,symmetrical
58970,aim control
58970,flow aim
58970,slidershapes
60081,collab
60089,wide aim
60089,visually dense
60208,collab
60737,grid snap
60737,improvisation
60737,visually dense
61415,chaotic
61415,bursts
61415,overlap reading
61415,distance snapped
62010,iNiS-style
63218,collab
63322,symmetrical
63724,collab
63724,marathon
63724,storyboard
63724,megacollab
63804,linear aim
63804,alt
63804,collab
63804,variable timing
63804,difficulty spike
63804,megacollab
64267,aim control
64267,bursts
64267,visually dense
64267,distance snapped
64681,iNiS-style
64686,symmetrical
64686,flow aim
64686,overlap reading
64686,alt
64780,geometric
64780,collab
64780,distance snapped
64996,geometric
64996,finger control
65233,geometric
65233,gimmick
65233,high contrast
65233,finger control
65233,jump aim
65233,storyboard
65417,finger control
65417,bursts
65640,iNiS-style
66066,iNiS-style
66246,symmetrical
66246,improvisation
66246,aim control
66246,flow aim
66246,difficulty spike
66409,simple
66409,grid snap
66409,symmetrical
66416,symmetrical
66465,finger control
66814,geometric
66814,difficulty spike
66941,slider only
67086,symmetrical
67086,visually dense
67086,overlap reading
67086,distance snapped
67086,difficulty spike
67748,bursts
67899,symmetrical
67899,bursts
67899,stamina
68115,download unavailable
68633,simple
68633,geometric
68633,grid snap
68633,swing
68633,distance snapped
68633,storyboard
69065,clean
69065,iNiS-style
69098,collab
69521,collab
69683,simple
69683,distance snapped
69724,download unavailable
69986,iNiS-style
70667,symmetrical
70667,wide aim
70667,bursts
70744,geometric
70744,grid snap
70744,bursts
70891,iNiS-style
70923,simple
70923,freeform
71080,geometric
71080,symmetrical
71080,wide aim
71332,streams
71338,simple
71338,geometric
71338,aim control
71338,distance snapped
71428,swing
71428,difficulty spike
71685,difficulty spike
71839,simple
71839,geometric
71839,symmetrical
71839,distance snapped
71842,simple
71842,freeform
71842,distance snapped
72013,iNiS-style
72258,progression
72419,jump aim
72419,wide aim
72419,aim control
72585,geometric
72585,symmetrical
72585,wide aim
72585,linear aim
72585,alt
72800,symmetrical
72800,flow aim
72987,symmetrical
73350,variable timing
73351,variable timing
73352,variable timing
73352,iNiS-style
73364,iNiS-style
73365,iNiS-style
73709,collab
73709,marathon
73744,slider only
73898,iNiS-style
74563,iNiS-style
74652,collab
74652,storyboard
74652,megacollab
75072,collab
75359,streams
75359,stamina
75359,distance snapped
75831,streams
75831,download unavailable
75847,improvisation
76087,download unavailable
76462,iNiS-style
76612,collab
76630,symmetrical
76630,swing
76630,variable timing
76630,clean
76720,improvisation
76720,avant-garde
77017,download unavailable
77206,simple
77206,swing
77206,clean
77596,geometric
77596,repetition
77596,progression
77596,aim control
77596,flow aim
77596,alt
77652,slidershapes
77652,playfield usage
77652,avant-garde
78627,simple
78627,symmetrical
78627,iNiS-style
78761,simple
78761,grid snap
78761,iNiS-style
79200,storyboard
79200,iNiS-style
79272,simple
79272,collab
79272,difficulty spike
79323,simple
79323,symmetrical
79323,iNiS-style
79364,iNiS-style
79720,download unavailable
80458,simple
80458,symmetrical
80458,distance snapped
80515,download unavailable
80535,symmetrical
80895,simple
80895,gimmick
80895,finger control
80895,aim control
80895,visually dense
80895,clean
81007,collab
81040,geometric
81040,linear aim
81398,iNiS-style
82281,iNiS-style
82709,difficulty spike
83192,symmetrical
83603,grid snap
83603,symmetrical
83603,collab
83740,iNiS-style
83975,wide aim
83975,bursts
84922,simple
84922,jump aim
84922,clean
85184,jump aim
85663,finger control
85758,simple
85758,finger control
85758,bursts
86018,simple
86018,distance snapped
86018,storyboard
86018,custom skin
86044,grid snap
86044,streams
86044,gungathon
86213,simple
86213,storyboard
86324,geometric
86324,symmetrical
86324,wide aim
86324,bursts
86757,streams
86757,clean
86757,download unavailable
86925,simple
86925,geometric
86971,slider only
87223,video gimmick
87339,simple
87339,custom skin
87570,tag
87717,simple
87717,symmetrical
87717,distance snapped
87726,simple
87726,symmetrical
87726,wide aim
87726,flow aim
87802,collab
88161,symmetrical
88161,finger control
88161,bursts
88266,variable timing
88266,iNiS-style
88267,variable timing
88267,iNiS-style
89171,simple
89171,geometric
89171,repetition
89171,flow aim
89171,alt
89362,streams
89428,simple
89428,improvisation
89428,jump aim
89428,wide aim
89807,simple
89807,hexgrid
89807,symmetrical
89807,iNiS-style
90024,download unavailable
90034,flow aim
90034,iNiS-style
90434,freeform
90434,progression
90434,improvisation
90434,flow aim
90643,simple
91462,simple
91462,clean
92071,collab
92087,collab
92087,download unavailable
93051,geometric
93051,symmetrical
93051,repetition
93051,marathon
93051,variable timing
93086,simple
93086,grid snap
93086,collab
93842,simple
93842,symmetrical
94264,visually dense
94264,variable timing
94264,time signatures
94764,collab
94944,storyboard gimmick
94944,download unavailable
95431,storyboard
95808,iNiS-style
95875,simple
95875,grid snap
95875,symmetrical
96189,simple
96189,distance snapped
96243,spaced streams
96587,improvisation
96587,bursts
96587,overlap reading
96708,finger control
97416,freeform
97416,progression
97416,wide aim
97416,bursts
97416,marathon
97462,chaotic
97462,precision
97810,swing
97810,clean
97810,slidershapes
97934,geometric
97934,symmetrical
97934,wide aim
97934,linear aim
97934,bursts
98415,alt
98451,gungathon
98451,multi-song
98451,download unavailable
98452,wide aim
98825,marathon
99465,repetition
99550,symmetrical
99550,jump aim
99550,wide aim
99981,symmetrical
99997,finger control
99997,streams
100784,streams
101236,improvisation
101236,iNiS-style
101713,download unavailable
102869,simple
102869,repetition
102869,progression
102869,complex sv
102869,overlap reading
102891,simple
102891,symmetrical
102891,repetition
102891,jump aim
102891,bursts
103281,collab
103297,chaotic
103297,grid snap
103297,collab
103300,precision
103566,symmetrical
104229,simple
104229,geometric
104229,symmetrical
104229,jump aim
105891,collab
105891,marathon
105965,simple
105965,distance snapped
105965,custom skin
107045,simple
107045,geometric
107045,distance snapped
107072,download unavailable
107554,simple
107875,symmetrical
107875,bursts
108021,geometric
108021,symmetrical
108021,jump aim
108021,bursts
108326,simple
108326,grid snap
108326,distance snapped
108936,swing
108945,download unavailable
108998,wide aim
109479,simple
109528,simple
109528,geometric
109528,symmetrical
109528,iNiS-style
110175,simple
110175,symmetrical
111302,geometric
111302,bursts
111680,streams
111680,stamina
111680,overlap reading
112201,simple
112700,simple
112700,distance snapped
112922,geometric
112922,wide aim
112922,linear aim
112922,bursts
112922,gungathon
112922,distance snapped
113897,tag
114295,symmetrical
114295,finger control
114295,linear aim
114295,swing
115352,simple
115352,repetition
115352,bursts
116128,simple
116128,streams
116128,distance snapped
116169,streams
116202,simple
116202,streams
117435,symmetrical
118068,geometric
118068,symmetrical
118068,jump aim
118068,wide aim
119056,linear aim
119056,streams
119375,grid snap
119375,improvisation
119375,finger control
119375,aim control
119375,swing
120030,simple
120030,alt
120030,marathon
120030,clean
120030,distance snapped
120461,simple
120461,distance snapped
121836,symmetrical
122776,simple
122776,jump aim
122776,distance snapped
122826,download unavailable
123417,simple
123417,geometric
123417,flow aim
123417,difficulty spike
123446,collab
123573,collab
124264,streams
124321,simple
124321,improvisation
124321,wide aim
124321,streams
124321,stamina
124501,download unavailable
124521,simple
124521,finger control
124521,bursts
124521,streams
124664,streams
124771,symmetrical
124771,progression
124771,wide aim
124771,bursts
125448,cutstreams
125702,cutstreams
125837,simple
125837,distance snapped
126446,bursts
126645,bursts
126645,streams
127217,improvisation
127500,alt
127500,swing
127500,distance snapped
128321,simple
128321,grid snap
128321,custom skin
128528,collab
128718,simple
128718,grid snap
128718,improvisation
128718,custom skin
129619,simple
129619,collab
129619,distance snapped
129804,finger control
129875,geometric
129875,aim control
129875,flow aim
129875,distance snapped
129891,flow aim
129891,streams
129891,stamina
130320,iNiS-style
130372,simple
130372,symmetrical
130372,collab
130372,clean
131147,symmetrical
131147,wide aim
131147,aim control
131147,flow aim
131362,wide aim
131564,messy
131564,chaotic
131564,alt
131564,slidershapes
131665,simple
131665,geometric
131891,geometric
131891,wide aim
131891,flow aim
131891,bursts
131891,streams
132260,finger control
132260,collab
132260,marathon
132588,collab
132946,marathon
133193,download unavailable
133476,download unavailable
133938,simple
133938,geometric
133938,wide aim
133938,bursts
134040,iNiS-style
134138,storyboard
135142,geometric
135142,symmetrical
135142,flow aim
135247,simple
135247,repetition
135247,jump aim
135247,bursts
135396,simple
135396,freeform
135396,improvisation
135396,sharp aim
137766,freeform
137766,improvisation
137766,wide aim
137766,linear aim
138008,chaotic
138008,jump aim
138008,wide aim
138008,bursts
138008,streams
139446,download unavailable
139470,symmetrical
139470,swing
140167,bursts
140390,playfield constraint
140390,flow aim
140390,alt
140805,simple
140805,wide aim
140805,linear aim
140805,bursts
140820,streams
140820,stamina
140820,gungathon
140820,variable timing
140820,clean
140897,jump aim
140897,wide aim
140897,variable timing
141200,symmetrical
141227,mapping contest
141423,tag
144490,simple
144490,symmetrical
144490,clean
144490,distance snapped
145361,symmetrical
145601,clean
145669,geometric
145669,flow aim
145669,alt
145759,download unavailable
146372,flow aim
146372,bursts
146372,streams
146372,clean
146957,jump aim
146957,wide aim
146957,variable timing
146957,download unavailable
146985,download unavailable
147766,geometric
147766,symmetrical
147766,wide aim
147766,high sv
147835,geometric
147835,symmetrical
148083,simple
148083,streams
148098,swing
148159,simple
148159,jump aim
148159,wide aim
148159,bursts
148320,storyboard gimmick
148321,storyboard gimmick
148322,storyboard gimmick
148716,geometric
148716,symmetrical
148716,jump aim
148716,bursts
148943,streams
148977,finger control
150143,download unavailable
150837,collab
150898,collab
150898,storyboard
151229,symmetrical
151229,improvisation
151229,bursts
151229,streams
152078,finger control
152078,bursts
152078,storyboard
153857,alt
153857,clean
153988,bursts
153988,storyboard
153991,iNiS-style
154988,storyboard
155558,simple
155558,symmetrical
155558,clean
155558,distance snapped
155914,freeform
155914,distance snapped
155929,storyboard
156070,simple
156070,geometric
156070,symmetrical
156070,bursts
156070,clean
156352,collab
156352,gungathon
156352,multi-song
156352,slidershapes
156352,megacollab
156653,simple
156653,collab
156653,gungathon
156653,multi-song
156653,clean
157861,messy
157861,symmetrical
157861,jump aim
158620,slidershapes
158621,slidershapes
158622,slidershapes
158662,distance snapped
159121,simple
159121,jump aim
159121,bursts
159121,clean
162405,geometric
162405,jump aim
162608,marathon
162608,storyboard
163054,simple
163054,bursts
163836,simple
163836,jump aim
163836,bursts
164005,download unavailable
165416,download unavailable
166019,simple
166019,geometric
166019,symmetrical
166019,clean
166285,simple
166285,storyboard
167071,collab
168254,symmetrical
168254,alt
168254,collab
168504,simple
168504,linear aim
168504,bursts
168504,stamina
168504,distance snapped
169089,collab
170143,iNiS-style
170757,simple
170757,storyboard
170757,custom skin
172608,collab
172611,collab
172612,collab
172612,marathon
172617,collab
172662,geometric
172662,symmetrical
172662,jump aim
172662,difficulty spike
173391,stamina
176342,simple
